0.0	20.0
1.2747549	19.999954
2.5495098	20.000081
3.8242646	20.000843
5.0491426	20.001905
6.3126275	20.00302
7.5852192	20.004177
8.83529	20.005346
10.085059	20.00652
11.35473	20.007722
12.624401	20.008951
13.876203	20.010191
15.13046	20.011443
16.399133	20.012724
17.640044	20.014021
18.903589	20.015325
20.164614	20.016628
21.425639	20.017883
22.692175	20.019108
23.949663	20.023738
25.202336	20.236298
26.474785	24.719996
27.728554	27.224142
28.988433	27.559528
30.244803	28.868743
31.504017	29.791853
32.762462	31.069639
34.031306	31.92105
35.28088	32.530433
36.547726	33.685486
37.809674	34.415959
39.06238	36.36818
40.329514	40.068596
41.580648	40.125149
42.843801	40.558997
44.10614	42.809562
45.365624	45.09815
46.621136	48.071448
47.880731	47.273648
49.142537	47.152824
50.407001	48.057417
51.6679	51.997677
52.922702	52.048387
54.18454	52.298928
55.445474	52.078837
56.702601	54.849288
57.966253	56.997235
59.224104	58.688143
60.481232	60.169387
61.744333	58.400676
63.00192	59.137391
64.26616	62.511809
65.523206	66.168431
66.781383	66.509483
68.042575	67.623521
69.30392	71.2975
70.564602	70.686853
71.825458	67.379741
73.081455	70.401969
74.340371	76.410861
75.601678	77.85042
76.861331	79.528565
78.126154	81.568679
79.382022	88.564249
80.644495	87.224934
81.902245	88.163912
83.166284	90.160696
84.421127	85.674027
85.681396	91.126653
86.940056	92.390437
88.202075	98.582377
89.463139	97.899893
90.722064	95.246806
91.982829	90.544926
93.244772	91.45099
94.500064	91.207264
95.760922	90.304346
97.021334	99.556547
98.280271	99.46333
99.545829	102.81398
100.80428	106.56532
102.06554	101.90726
103.32428	108.43937
104.58319	108.2541
105.84236	114.33386
107.10586	112.99008
108.36472	115.77616
109.6201	112.69696
110.88226	113.92292
112.1462	114.92194
113.40175	116.12832
114.6648	115.69231
115.92528	115.8928
117.18247	118.77564
118.44491	118.22558
119.70112	117.80761
120.962	115.80302
122.22248	117.49533
123.48409	121.8125
124.74208	119.54558
126.00435	118.66701
127.26539	127.45209
128.52198	129.44041
129.78145	134.51017
131.04219	133.24193
132.30192	131.89534
133.56468	128.75333
134.82489	132.01709
136.08364	138.05924
137.34367	132.89001
138.60135	135.38149
139.86501	134.23723
141.12182	139.08221
142.38576	140.50512
143.64308	137.67442
144.90121	145.31306
146.16498	145.95597
147.4209	153.24328
148.68279	147.36166
149.94095	147.66721
151.20042	145.4807
152.46291	154.53628
153.72562	149.12631
154.98234	148.80982
156.24038	168.36585
157.50216	150.27418
158.76145	154.23665
160.02049	146.3129
161.28153	151.83865
162.54222	145.52245
163.80054	146.98313
165.06313	152.67158
166.32575	147.5046
167.58301	156.49996
168.84182	161.2453
170.1012	149.58917
171.36273	152.14207
172.62011	162.52463
173.8843	146.89732
175.14469	154.86049
176.40501	141.37319
177.66379	161.66098
178.92173	153.81453
180.18195	148.85677
181.44375	158.5965
182.70278	149.48855
183.9607	149.6635
185.22047	150.24968
186.4823	146.2025
187.74049	152.92459
189.00415	148.89124
190.26366	161.62477
191.5224	154.91103
192.78308	144.52863
194.04063	145.71535
195.3004	152.94285
196.56548	151.86997
197.82256	154.59403
199.08348	154.79711
200.3453	154.30901
201.60409	144.14093
202.86495	153.5746
204.12039	143.12856
205.38557	156.03906
206.64546	153.51647
207.90127	144.25203
209.1613	150.46932
210.42389	155.28722
211.68371	164.77937
212.94079	159.4922
214.20578	157.61539
215.46462	146.04362
216.72027	165.3662
217.98393	158.13168
